personid,gender,birthmonth,birthyear,highestgradecompleted,maritalstatus,childathome,childnotathome,wageincome,weeklyhrscomputer,weeklyhrstv,nightlyhrssleep,satverbal,satmath,gpaoverall,gpaenglish,gpamath,gpascience,highestdegree,govprovidejobs,govpricecontrols,weeksworked17
662061,Female,1,1980,10,Divorced,1,1,,None,11 to 20 hours a week,5,,,170,100,280,280,1. GED,,,28
662299,Female,8,1980,,,,,,,,,440,520,343,336,300,315,2. High School,,,
662518,Female,4,1984,11,Divorced,3,0,37000,10 hours or more a week,Less than 2 hours per week,7,,,238,244,220,190,1. GED,,,52
662587,Male,1,1983,11,Married,2,0,56000,10 hours or more a week,11 to 20 hours a week,7,,,,,,,0. None,,,52
662588,Male,2,1980,14,Married,1,0,20000,4 to 6 hours a week,More than 40 hours a week,7,,,255,190,220,160,2. High School,,,49
662711,Female,9,1984,,,,,,,,,,,,,,,2. High School,,,
662789,Female,8,1984,12,Never-married,,,19000,10 hours or more a week,11 to 20 hours a week,10,,,299,220,284,280,2. High School,,,52
662933,Male,6,1983,,,,,,,,,,,337,319,318,343,4. Bachelors,,,
662983,Male,1,1982,14,Divorced,,,65000,10 hours or more a week,3 to 10 hours a week,7,,,246,,212,205,3. Associates,,,0
663042,Female,6,1982,16,Never-married,1,0,64000,10 hours or more a week,3 to 10 hours a week,7,450,390,302,320,300,320,4. Bachelors,2. Probably ,2. Probably ,49
663188,Female,7,1982,18,Married,2,0,37000,10 hours or more a week,3 to 10 hours a week,6,390,370,311,259,298,307,4. Bachelors,,,48
663262,Male,2,1984,15,Never-married,,,50000,7 to 9 hours a week,21 to 30 hours a week,7,470,530,216,203,220,100,3. Associates,,,52
663300,Male,5,1981,10,Married,4,0,10000,None,21 to 30 hours a week,6,,,203,169,193,252,0. None,,,52
663372,Female,10,1982,16,Married,1,0,90000,7 to 9 hours a week,Less than 2 hours per week,6,,,384,388,380,367,4. Bachelors,,,51
663439,Male,3,1982,12,Married,2,0,95000,None,3 to 10 hours a week,8,,,258,227,272,250,2. High School,,,52
663440,Female,9,1980,16,Married,,,42798,10 hours or more a week,21 to 30 hours a week,8,,,,,,,4. Bachelors,,,18
663545,Male,8,1984,20,Never-married,,,33000,10 hours or more a week,3 to 10 hours a week,6,,,307,290,290,290,4. Bachelors,,,52
663588,Male,8,1984,14,Married,,,65000,7 to 9 hours a week,11 to 20 hours a week,7,,,290,245,260,288,3. Associates,,,52
663695,Female,10,1984,15,Never-married,,,20000,10 hours or more a week,Less than 2 hours per week,6,,,301,315,300,333,4. Bachelors,,,44
663706,Male,10,1981,12,Married,3,0,55000,None,3 to 10 hours a week,7,,,280,240,251,240,2. High School,3. Probably not,2. Probably ,52
663736,Male,10,1981,15,Married,2,0,,10 hours or more a week,3 to 10 hours a week,5,,,302,291,244,311,2. High School,,,0
663745,Female,4,1982,18,Married,,,58000,10 hours or more a week,21 to 30 hours a week,6,,,,,,,5. Masters,,,50
663948,Male,1,1980,,,,,,,,,,,,,,,4. Bachelors,,,
663953,Male,8,1983,17,Married,2,0,60000,10 hours or more a week,3 to 10 hours a week,8,,,324,328,288,292,4. Bachelors,,,50
664117,Male,11,1984,,,,,,,,,,,312,295,286,313,2. High School,,,
664479,Male,1,1980,14,Married,4,0,10000,10 hours or more a week,3 to 10 hours a week,8,,,,,,,2. High School,,,0
664655,Female,7,1981,14,Married,3,0,,7 to 9 hours a week,3 to 10 hours a week,6,,,,,,,3. Associates,2. Probably ,1. Definitely,52
664723,Female,4,1983,10,Divorced,2,0,22000,1 to 3 hours a week,11 to 20 hours a week,7,,,218,215,234,115,1. GED,,,47
664808,Female,7,1982,,,,,,,,,,,308,254,270,263,2. High School,,,
665053,Female,9,1983,13,Never-married,2,0,,None,3 to 10 hours a week,6,,,,,,,2. High School,,,0
665057,Female,9,1982,14,Married,2,0,40000,10 hours or more a week,Less than 2 hours per week,6,,,207,167,300,100,3. Associates,,,41
665204,Male,4,1980,12,Married,,,40000,None,11 to 20 hours a week,7,,,255,176,300,323,1. GED,4. Definitely not,2. Probably ,50
665353,Male,3,1981,,,,,,,,,500,600,340,325,302,320,2. High School,,,
665544,Female,11,1981,,,,,,,,,,,,,,,0. None,,,
665557,Female,1,1980,12,Married,,,25000,10 hours or more a week,11 to 20 hours a week,8,,,330,320,307,343,2. High School,,,51
665614,Male,1,1984,12,Never-married,0,1,15000,None,3 to 10 hours a week,7,,,263,224,227,270,2. High School,,,52
665675,Female,3,1980,,,,,,,,,,,231,176,253,240,2. High School,,,
665689,Male,4,1981,,,,,,,,,600,560,396,379,400,400,2. High School,,,
665948,Male,5,1980,,,,,,,,,,,300,,,,0. None,,,
665954,Male,10,1982,,,,,,,,,,,,,,,0. None,1. Definitely,2. Probably ,
666185,Male,2,1980,,,,,,,,,,,258,275,163,190,2. High School,,,
666317,Female,7,1984,8,Never-married,2,0,,None,Less than 2 hours per week,6,,,,,,,0. None,,,0
666580,Female,1,1983,,,,,,,,,,,,,,,0. None,,,
666768,Female,9,1981,17,Never-married,,,80000,10 hours or more a week,3 to 10 hours a week,6,,,378,376,373,369,4. Bachelors,,,52
666814,Female,5,1984,,,,,,,,,,,,,,,2. High School,,,
666973,Female,2,1981,18,Married,2,0,125000,10 hours or more a week,11 to 20 hours a week,7,500,540,240,245,268,259,4. Bachelors,2. Probably ,2. Probably ,49
667039,Female,6,1984,16,Married,,,36000,10 hours or more a week,3 to 10 hours a week,7,,,277,375,132,290,2. High School,,,45
667191,Male,11,1981,12,Never-married,,,53000,10 hours or more a week,3 to 10 hours a week,8,470,450,327,273,310,303,2. High School,,,52
667229,Female,9,1983,12,Married,4,0,,None,3 to 10 hours a week,8,,,356,390,366,290,2. High School,,,0
667238,Male,1,1980,,,,,,,,,,,,,,,2. High School,,,
667267,Female,11,1981,12,Married,2,0,,10 hours or more a week,11 to 20 hours a week,8,,,,,,,2. High School,,,0
667408,Male,9,1983,,,,,,,,,,,,,,,3. Associates,,,
667543,Male,3,1980,,,,,,,,,,,98,100,100,100,1. GED,3. Probably not,1. Definitely,
667642,Female,9,1983,15,Married,1,0,,10 hours or more a week,3 to 10 hours a week,5,,,341,303,305,300,3. Associates,,,52
667848,Female,6,1981,18,Never-married,1,0,35000,10 hours or more a week,3 to 10 hours a week,6,360,360,305,320,272,287,5. Masters,,,52
667853,Female,2,1980,11,Never-married,0,2,,1 to 3 hours a week,Less than 2 hours per week,5,,,215,100,,100,1. GED,,,52
667910,Female,10,1982,8,Never-married,3,0,,,3 to 10 hours a week,8,,,,,,,0. None,,,52
667976,Male,1,1982,14,Married,1,0,120000,1 to 3 hours a week,Less than 2 hours per week,7,,,,,,,2. High School,,,52
668001,Male,12,1983,13,Never-married,,,25000,10 hours or more a week,Less than 2 hours per week,8,,,193,,208,172,2. High School,,,13
668123,Female,9,1984,16,Never-married,,,65000,10 hours or more a week,11 to 20 hours a week,7,600,470,347,375,297,310,4. Bachelors,2. Probably ,1. Definitely,48
668163,Female,3,1984,16,Married,4,0,59896,10 hours or more a week,3 to 10 hours a week,8,,,,,,,4. Bachelors,2. Probably ,1. Definitely,44
668277,Female,2,1982,11,Married,4,0,500,Less than 1 hour a week,Less than 2 hours per week,8,,,279,258,220,220,2. High School,,,48
668296,Male,10,1983,14,Never-married,1,1,,7 to 9 hours a week,Less than 2 hours per week,5,,,,,,,3. Associates,1. Definitely,1. Definitely,0
668308,Male,8,1983,12,Never-married,3,0,42000,None,11 to 20 hours a week,5,,,,,,,2. High School,,,52
668312,Female,3,1981,13,Never-married,,,107000,10 hours or more a week,Less than 2 hours per week,7,,,,,,,1. GED,,,52
668370,Male,11,1981,,,,,,,,,,,220,166,220,193,2. High School,,,
668427,Male,9,1981,,,,,,,,,,,,,,,0. None,1. Definitely,1. Definitely,
668531,Male,7,1983,16,Married,1,0,73000,10 hours or more a week,11 to 20 hours a week,6,,,335,330,283,335,3. Associates,,,52
668585,Female,4,1982,20,Never-married,,,4625,10 hours or more a week,3 to 10 hours a week,6,630,640,342,325,352,329,5. Masters,,,48
668621,Male,10,1983,13,Never-married,,,,10 hours or more a week,Less than 2 hours per week,7,610,650,350,325,375,333,2. High School,1. Definitely,1. Definitely,50
668625,Male,1,1981,17,Married,,,60000,10 hours or more a week,3 to 10 hours a week,8,,,314,295,350,300,4. Bachelors,3. Probably not,2. Probably ,52
668698,Female,5,1983,9,Never-married,2,0,47000,10 hours or more a week,3 to 10 hours a week,10,,,302,290,400,290,1. GED,4. Definitely not,3. Probably not,52
668735,Female,6,1983,12,Never-married,,,,10 hours or more a week,More than 40 hours a week,7,,,154,,,,2. High School,,,28
668784,Female,1,1983,13,Never-married,2,1,33000,7 to 9 hours a week,3 to 10 hours a week,5,,,220,213,280,136,2. High School,,,52
668792,Male,4,1982,,,,,,,,,,,226,206,135,175,2. High School,,,
668952,Female,9,1984,12,Never-married,3,0,,None,21 to 30 hours a week,5,,,,,,,2. High School,,,0
669013,Male,12,1984,17,Never-married,,,23000,10 hours or more a week,3 to 10 hours a week,7,,,325,316,352,328,4. Bachelors,,,33
669016,Female,5,1984,19,Never-married,1,0,84000,10 hours or more a week,Less than 2 hours per week,7,,,340,329,310,293,4. Bachelors,,,36
669211,Male,11,1980,14,Separated,1,1,,None,11 to 20 hours a week,5,,,234,179,170,170,2. High School,,,50
669215,Male,1,1982,16,Married,,,50000,10 hours or more a week,21 to 30 hours a week,7,,,339,333,290,293,4. Bachelors,,,47
669414,Male,6,1984,,,,,,,,,,,,,,,0. None,,,
669451,Female,7,1982,13,Divorced,2,0,25000,10 hours or more a week,3 to 10 hours a week,8,,,214,250,164,100,2. High School,,,0
669538,Male,12,1983,17,Never-married,,,37000,10 hours or more a week,11 to 20 hours a week,7,,,292,245,245,310,4. Bachelors,,,52
669569,Male,9,1983,,,,,,,,,,,,,,,4. Bachelors,,,
669787,Female,1,1983,,,,,,,,,,,221,100,100,100,0. None,,,
669788,Female,5,1981,13,Married,1,0,,1 to 3 hours a week,3 to 10 hours a week,7,,,243,221,176,232,2. High School,,,0
670171,Male,11,1982,11,Married,1,0,42000,10 hours or more a week,Less than 2 hours per week,8,,,254,227,285,,2. High School,1. Definitely,1. Definitely,52
670304,Male,8,1982,12,Divorced,2,3,20000,None,3 to 10 hours a week,4,,,261,204,288,126,2. High School,,,47
670548,Female,4,1981,12,Married,2,0,56000,10 hours or more a week,3 to 10 hours a week,5,,,282,246,260,100,2. High School,,,35
670691,Male,7,1984,,,,,,,,,,,,,,,0. None,,,
670714,Male,5,1980,,,,,,,,,,,209,220,100,100,1. GED,,,
670866,Female,1,1984,20,Married,1,0,80500,10 hours or more a week,11 to 20 hours a week,6,,,,,,,6. PhD,,,49
671147,Female,4,1980,12,Married,3,0,1200,10 hours or more a week,3 to 10 hours a week,7,,,308,324,287,293,2. High School,,,10
671154,Female,10,1980,,,,,,,,,,,361,350,333,333,2. High School,,,
671308,Female,11,1982,15,Separated,1,0,56000,10 hours or more a week,3 to 10 hours a week,6,,,,,,,3. Associates,,,52
671378,Female,10,1982,12,Married,2,0,18000,1 to 3 hours a week,3 to 10 hours a week,5,,,301,284,285,284,2. High School,,,1
671569,Male,5,1983,20,Never-married,,,65000,10 hours or more a week,3 to 10 hours a week,5,,,348,353,308,310,6. PhD,,,52
671601,Male,7,1984,8,Never-married,1,1,,10 hours or more a week,11 to 20 hours a week,4,,,,,,,0. None,4. Definitely not,4. Definitely not,0
671637,Female,5,1983,,,,,,,,,,,307,276,216,220,2. High School,,,
671685,Male,6,1983,7,Divorced,4,1,42000,None,11 to 20 hours a week,4,,,,,,,0. None,2. Probably ,1. Definitely,0
671699,Female,7,1980,,,,,,,,,,,273,283,218,220,4. Bachelors,,,
671949,Male,8,1980,12,Never-married,,,38000,1 to 3 hours a week,11 to 20 hours a week,6,,,160,120,244,136,2. High School,,,52
672001,Male,6,1982,11,Never-married,2,0,45000,10 hours or more a week,21 to 30 hours a week,9,,,,,,,1. GED,,,48
672043,Female,10,1981,15,Divorced,3,0,0,Less than 1 hour a week,3 to 10 hours a week,6,,,239,290,220,290,2. High School,,,35
672105,Female,1,1983,16,Married,2,0,1000,10 hours or more a week,Less than 2 hours per week,7,,,,,,,4. Bachelors,,,22
672133,Male,8,1984,,,,,,,,,,,206,168,205,148,3. Associates,,,
672247,Male,5,1982,11,Married,2,0,35000,None,3 to 10 hours a week,6,,,70,,,,1. GED,,,52
672321,Female,1,1984,14,Married,3,0,16000,1 to 3 hours a week,11 to 20 hours a week,6,,,,,,,2. High School,2. Probably ,2. Probably ,49
672372,Female,8,1984,14,Separated,3,0,,10 hours or more a week,3 to 10 hours a week,6,,,304,336,195,233,3. Associates,,,7
672596,Male,2,1984,,,,,,,,,,,,,,,0. None,,,
672673,Male,2,1982,,,,,,,,,,,268,233,250,227,2. High School,1. Definitely,1. Definitely,
672954,Female,4,1983,,,,,,,,,,,,,,,0. None,,,
672976,Male,6,1984,,,,,,,,,,,,,,,2. High School,,,
672987,Female,7,1982,19,Never-married,,,,Less than 1 hour a week,3 to 10 hours a week,6,,,319,287,310,288,4. Bachelors,,,38
673009,Female,6,1982,,,,,,,,,,,238,273,256,190,2. High School,,,
673111,Female,5,1982,15,Married,2,0,30000,10 hours or more a week,3 to 10 hours a week,8,,,300,328,222,257,3. Associates,,,43
673160,Male,11,1980,15,Married,,,74995,10 hours or more a week,3 to 10 hours a week,6,,,287,303,228,265,2. High School,,,49
673163,Male,9,1981,13,Never-married,1,0,40000,10 hours or more a week,Less than 2 hours per week,8,,,250,228,267,262,2. High School,3. Probably not,2. Probably ,35
673205,Female,10,1981,11,Divorced,,,35000,10 hours or more a week,Less than 2 hours per week,8,,,219,170,287,67,1. GED,1. Definitely,2. Probably ,52
673281,Male,11,1983,8,Married,1,0,38000,10 hours or more a week,3 to 10 hours a week,6,,,288,,,290,0. None,,,52
673374,Male,2,1981,14,Married,3,0,60000,1 to 3 hours a week,3 to 10 hours a week,7,,,304,288,267,287,2. High School,,,52
673419,Male,1,1981,16,Never-married,,,46000,10 hours or more a week,3 to 10 hours a week,7,,,262,259,115,160,4. Bachelors,,,46
673497,Male,9,1980,9,Never-married,0,2,,10 hours or more a week,More than 40 hours a week,8,,,,,,,0. None,,,44
673607,Female,5,1983,,,,,,,,,,,,,,,1. GED,,,
673861,Male,9,1984,19,Never-married,1,0,20000,7 to 9 hours a week,3 to 10 hours a week,8,,,,,,,4. Bachelors,,,22
673936,Female,7,1983,13,Never-married,,,,1 to 3 hours a week,3 to 10 hours a week,7,,,204,160,240,167,2. High School,2. Probably ,2. Probably ,47
674176,Male,2,1980,10,Married,4,0,72000,7 to 9 hours a week,21 to 30 hours a week,6,,,,,,,1. GED,,,52
674531,Female,1,1980,11,Married,2,0,30000,10 hours or more a week,11 to 20 hours a week,5,,,,,,,0. None,,,43
674582,Female,9,1981,18,Married,2,0,50000,10 hours or more a week,3 to 10 hours a week,8,,,338,362,273,315,5. Masters,,,44
674625,Male,10,1983,,,,,,,,,,,158,190,100,100,4. Bachelors,3. Probably not,1. Definitely,
674877,Male,1,1984,,,,,,,,,260,460,297,227,333,227,5. Masters,2. Probably ,2. Probably ,
674905,Female,5,1984,17,Married,,,42000,10 hours or more a week,3 to 10 hours a week,7,,,316,315,284,307,4. Bachelors,,,26
675059,Male,11,1981,16,Married,3,0,63000,10 hours or more a week,3 to 10 hours a week,7,420,650,307,165,363,318,4. Bachelors,,,46
675066,Male,6,1983,11,Never-married,0,1,30000,None,21 to 30 hours a week,7,,,,,,,1. GED,3. Probably not,1. Definitely,52
675082,Male,10,1981,,,,,,,,,,,100,,,,1. GED,4. Definitely not,2. Probably ,
675345,Female,1,1983,,,,,,,,,,,346,350,290,360,2. High School,,,
675420,Male,10,1982,12,Divorced,0,1,,10 hours or more a week,3 to 10 hours a week,8,,,193,150,260,227,2. High School,,,21
675440,Male,5,1982,14,Divorced,,,,None,More than 40 hours a week,8,,,241,230,186,193,2. High School,,,0
675624,Male,9,1984,,,,,,,,,,,166,193,223,67,1. GED,,,
675682,Female,10,1981,16,Married,2,0,25000,10 hours or more a week,3 to 10 hours a week,6,,,302,236,309,253,3. Associates,,,47
675723,Female,6,1981,15,Never-married,,,,None,Less than 2 hours per week,6,,,313,245,290,288,2. High School,,,
675796,Male,7,1983,,,,,,,,,,,,,,,0. None,1. Definitely,1. Definitely,
676234,Male,8,1983,12,Never-married,2,0,,1 to 3 hours a week,11 to 20 hours a week,5,,,250,200,320,290,2. High School,,,18
676508,Female,8,1982,8,Married,4,0,23000,10 hours or more a week,3 to 10 hours a week,8,,,,,,,0. None,,,52
676621,Female,10,1982,12,Divorced,2,0,24000,10 hours or more a week,Less than 2 hours per week,7,,,,,,,2. High School,,,46
676646,Female,11,1981,20,Married,1,0,87000,10 hours or more a week,11 to 20 hours a week,6,,,,,,,5. Masters,,,3
676767,Female,2,1984,16,Never-married,,,30000,10 hours or more a week,3 to 10 hours a week,6,580,620,377,363,323,400,4. Bachelors,,,45
676870,Male,2,1983,,,,,,,,,,,,,,,4. Bachelors,,,
676989,Female,5,1983,,,,,,,,,390,450,282,244,273,243,2. High School,,,
677045,Male,10,1980,9,Never-married,1,0,,None,Less than 2 hours per week,2,,,,,,,1. GED,,,30
677060,Male,5,1980,,,,,,,,,,,243,236,200,234,2. High School,,,
677198,Male,3,1981,,,,,,,,,,,,,,,2. High School,,,
677271,Female,3,1982,9,Married,6,0,38000,4 to 6 hours a week,3 to 10 hours a week,6,,,,,,,1. GED,,,52
677288,Female,10,1984,,,,,,,,,,,351,325,345,300,2. High School,,,
677625,Male,11,1983,,,,,,,,,,,,,,,2. High School,,,
677937,Male,5,1984,13,Divorced,1,0,54000,10 hours or more a week,Less than 2 hours per week,8,,,245,223,212,190,2. High School,,,47
678058,Female,6,1981,,,,,,,,,,,,,,,2. High School,,,
678122,Male,4,1982,,,,,,,,,,,,,,,2. High School,,,
678261,Male,2,1983,12,Married,,,25000,None,Less than 2 hours per week,8,,,330,350,190,293,2. High School,,,17
678263,Female,2,1983,,,,,,,,,,,252,238,220,335,2. High School,,,
678337,Female,7,1982,13,Married,2,0,60000,10 hours or more a week,Less than 2 hours per week,5,,,225,237,131,277,2. High School,2. Probably ,2. Probably ,52
678397,Female,3,1983,15,Married,4,0,52000,10 hours or more a week,3 to 10 hours a week,6,,,,,,,3. Associates,,,49
678438,Male,11,1981,,,,,,,,,,,100,,,,1. GED,3. Probably not,2. Probably ,
678513,Female,11,1981,,,,,,,,,,,,,,,0. None,,,
678745,Female,7,1984,18,Never-married,2,0,23000,10 hours or more a week,Less than 2 hours per week,7,,,,,,,3. Associates,3. Probably not,2. Probably ,52
678754,Male,12,1983,,,,,,,,,,,,,,,1. GED,,,
679063,Female,1,1984,12,Never-married,6,0,,None,Less than 2 hours per week,5,,,134,139,255,,2. High School,,,0
679110,Female,10,1982,12,Married,2,0,,None,3 to 10 hours a week,8,,,,,,,2. High School,,,0
679113,Female,11,1980,16,Never-married,,,35000,1 to 3 hours a week,Less than 2 hours per week,7,,,237,237,282,245,4. Bachelors,,,52
679169,Male,11,1983,,,,,,,,,,,,,,,2. High School,,,
679353,Female,1,1980,,,,,,,,,,,,,,,2. High School,,,
679393,Male,12,1984,14,Never-married,,,,10 hours or more a week,11 to 20 hours a week,6,,,,,,,2. High School,,,50
679469,Male,5,1982,12,Never-married,2,0,28000,None,3 to 10 hours a week,8,,,254,300,100,172,2. High School,,,47
679480,Female,8,1981,17,Married,1,0,36000,10 hours or more a week,3 to 10 hours a week,8,,,258,245,235,243,4. Bachelors,,,50
679518,Male,3,1980,15,Divorced,1,4,120000,10 hours or more a week,3 to 10 hours a week,5,560,440,333,325,285,333,2. High School,,,38
679694,Male,11,1980,9,Never-married,3,1,18000,None,3 to 10 hours a week,4,,,195,100,,,1. GED,,,0
679698,Male,3,1982,13,Married,,,78000,None,21 to 30 hours a week,9,,,,,,,1. GED,,,52
679737,Female,5,1984,,,,,,,,,,,,,,,4. Bachelors,,,
679872,Female,11,1984,10,Never-married,2,0,44400,None,3 to 10 hours a week,6,,,,,,,0. None,,,42
680003,Female,9,1984,20,Married,1,0,55000,10 hours or more a week,3 to 10 hours a week,7,,,352,318,344,359,5. Masters,,,52
680105,Male,6,1981,14,Never-married,0,12,30000,None,3 to 10 hours a week,6,,,296,280,333,,1. GED,2. Probably ,2. Probably ,39
680261,Male,3,1980,18,Married,4,0,50000,10 hours or more a week,3 to 10 hours a week,7,,,336,298,363,343,5. Masters,,,52
680332,Female,6,1984,16,Married,1,0,54000,10 hours or more a week,Less than 2 hours per week,7,,,277,290,293,238,4. Bachelors,,,43
680384,Male,5,1982,11,Separated,1,3,10000,1 to 3 hours a week,11 to 20 hours a week,7,,,,,,,0. None,1. Definitely,1. Definitely,28
680623,Female,11,1982,,,,,,,,,570,510,337,330,276,318,4. Bachelors,,,
680647,Female,10,1981,10,Married,3,0,,10 hours or more a week,31 to 40 hours a week,7,,,190,150,167,227,0. None,,,0
681046,Female,9,1984,16,Married,1,0,42000,10 hours or more a week,11 to 20 hours a week,8,480,430,316,315,195,293,4. Bachelors,,,50
681232,Female,10,1981,14,Never-married,,,0,4 to 6 hours a week,11 to 20 hours a week,9,410,460,324,324,323,317,2. High School,2. Probably ,1. Definitely,0
681269,Male,10,1983,18,Married,1,0,110000,10 hours or more a week,3 to 10 hours a week,7,560,720,404,383,415,406,5. Masters,3. Probably not,3. Probably not,52
